11,1077280038,77010013,280038,พัฒนาประชานุเคราะห์,pattanaprachanukhro,นางสาวภิรมย์รักษ์ น้อยจิตต์,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 3 วังมะเดื่อ,ห้วยทราย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77000,pattanam3@hotmail.com,www.pattanaschool.com,อบต.ห้วยทราย,32510683,-,01/01/2500,20,25,ขนาดกลาง,มีไฟฟ้า,20,337,11,19 มกราคม 2561 เวลา 16:25:44 น.
12,1077280039,77010014,280039,บ้านห้วยน้ำพุ,banhuaynamphu,นางสุนีย์ อยู่หลง,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 9 ห้วยทราย,ห้วยทราย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77000,namphu.school@hotmail.com,www.namphu.ac.th,อบต.ห้วยทราย,32578060,32578279,11/07/2501,5,15,ขนาดกลาง,มีไฟฟ้า,22,318,12,26 มิถุนายน 2562 เวลา 11:25:36 น.
13,1077280040,77010015,280040,ประชารังสรรค์,pracharangsun,นายสามารถ หอมชื่น,อนุบาล-ประถมศึกษา,,หมู่ 10 หัวโก,ห้วยทราย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77000,pacharangsan@gmail.com,data.bopp-obec.info/web/?School_ID=1077280040,อบต.ห้วยทราย,32640067,-,01/05/2517,12,15,ขนาดเล็ก,มีไฟฟ้า,8,68,8,15 สิงหาคม 2562 เวลา 13:05:58 น.
14,1077280001,77010016,280001,วัดปากคลองเกลียว,wadpagklongkleaw,นางสาวนิภาวรรณ ถาวร,อนุบาล-ประถมศึกษา,,หมู่ 1 ปากคลองเกลียว,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,wpkk.school@windowslive.com,-,อบต.บ่อนอก,32682170,-,01/01/2468,44,40,ขนาดเล็ก,มีไฟฟ้า,5,48,8,26 มิถุนายน 2562 เวลา 12:47:10 น.
15,1077280002,77010017,280002,บ้านท่าฝาง,bantafang,นายเจริญศักดิ์ ศรีทอง,อนุบาล-ประถมศึกษา,,หมู่ 3 อู่ตะเภา,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,-,-,อบต.บ่อนอก,32682280,-,01/01/2473,43,36,ขนาดกลาง,มีไฟฟ้า,12,175,9,17 มิถุนายน 2562 เวลา 18:18:26 น.
16,1077280004,77010019,280004,วัดบ่อนอก(ทองวิทยา),watbonok,นางจรี วัชรวงษ์,อนุบาล-ประถมศึกษา,,หมู่ 6 บ่อนอก,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,jaree2504@gmail.com,wabnok.in.th/index1.html,อบต.บ่อนอก,32820108,-,19/08/2480,36.5,29,ขนาดเล็ก,มีไฟฟ้า,6,58,8,17 กันยายน 2562 เวลา 13:36:10 น.
17,1077280005,77010020,280005,บ้านคอกช้าง,bankogchang,นางสาวปิยะกุล อรรถวุฒิกุล,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 7 คอกช้าง,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,piyakul2210@hotmail.com,http://school.obec.go.th/bankogchang,อบต.บ่อนอก,818803314,-,05/09/2499,32,25,ขนาดกลาง,มีไฟฟ้า,15,123,11,22 มกราคม 2563 เวลา 15:27:39 น.
18,1077280006,77010021,280006,บ้านหนองปุหลก,bannongpuloke,นางสาวพัชรินทร์ อยู่ดี,อนุบาล-ประถมศึกษา,,หมู่ 9 หนองปุหลก,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,nanta98@gmail.com,-,อบต.บ่อนอก,-,-,15/05/2511,46,35,ขนาดเล็ก,มีไฟฟ้า,9,60,8,28 มกราคม 2563 เวลา 10:00:57 น.
19,1077280007,77010022,280007,บ้านยุบพริก,banyupprig,-,อนุบาล-ประถมศึกษา,,หมู่ 11 ยุบพริก,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,yupprig@hotmail.co.th,-,อบต.บ่อนอก,-,-,12/03/2520,40,35,ขนาดเล็ก,มีไฟฟ้า,6,38,9,06 มิถุนายน 2561 เวลา 09:21:30 น.
20,1077280008,77010023,280008,บ้านคลองชายธง,bankhlongchaythong,นายอดุลย์ กลิ่นนิรัญ,อนุบาล-ประถมศึกษา,,หมู่ 7 คลองชายธง,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,chaithong.sch@gmail.com,data.bopp-obec.info/web/?School_ID=1077280008,องค์การบริหารส่วนตำบลบ่อนอก,32646714,-,01/12/08,27,18,ขนาดเล็ก,มีไฟฟ้า,6,76,9,03 ธันวาคม 2562 เวลา 11:33:14 น.
21,1077280009,77010024,280009,ยุวสมาคมประจวบคีรีขันธ์อนุสรณ์,yuwasamakhomprachuapkhirikhananuson,-,อนุบาล-ประถมศึกษา,,หมู่ 13 หนองบุญยงค์,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,yuwa54@hotmail.com,school.obec.go.th/jc,อบต.บ่อนอก,-,-,09/01/2523,30,20,ขนาดเล็ก,มีไฟฟ้า,6,25,7,09 ตุลาคม 2562 เวลา 10:22:59 น.
22,1077280028,77010025,280028,อนุบาลเมืองประจวบคีรีขันธ์(สละชีพ),anubanmuaengprachuapkhirikhan (salacheep),นายจิรายุ สีมาพานิช,อนุบาล-ประถมศึกษา,,หมู่ 0 186 ถนนสละชีพ,ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77000,salacheep186@gmail.com,-,เทศบาลเมืองประจวบคีรีขันธ์,32611305,32603854,16/05/2464,8,1,ขนาดเล็ก,มีไฟฟ้า,20,444,13,09 ตุลาคม 2562 เวลา 14:22:03 น.
23,1077280014,77010026,280014,อนุบาลประจวบคีรีขันธ์,anubanprachuapkhirikhan,นายบุญมา พ่วงสำราญ,อนุบาล-ประถมศึกษา,,หมู่ 0 ถนนสู้ศึก,ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77000,anuban_prachuapkhinkhan1@hotmail.com,www.pkk.ac.th,เทศบาลมืองประจวบคีรีขันธ์,32603948,32611191,17/05/2499,15,0.2,ขนาดใหญ่พิเศษ,มีไฟฟ้า,77,1636,47,28 มิถุนายน 2561 เวลา 22:04:34 น.
24,1077280021,77010027,280021,ประชาสงเคราะห์อุปถัมภ์,prachasongkrouppatham,นางพรรณทิวา พันธฺ์พิริยะเจตน์,อนุบาล-ประถมศึกษา,,หมู่ 9 กิโล 12,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,kilo12school@gmail.com,www.prachar-sch.ac.th,อบต.อ่าวน้อย,32652104,-,13/12/2503,34,24,ขนาดเล็ก,มีไฟฟ้า,9,81,9,05 มิถุนายน 2562 เวลา 13:50:11 น.
25,1077280011,77010029,280011,บ้านบึง,banbueng,นางสาวทับทิม เอี่ยมแสง,อนุบาล-ประถมศึกษา,,หมู่ 16 บ้านบึง,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,-,www.banbuengschool.com,อบต.อ่าวน้อย,819437381,-,19/05/2497,15,8,ขนาดเล็ก,มีไฟฟ้า,11,97,9,29 พฤษภาคม 2562 เวลา 12:46:31 น.
26,1077280012,77010030,280012,บ้านคั่นกระได,bankankradai,นางธัณย์สิตา สุรศิษฐ์ชานล,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 3 คั่นกระได,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77000,kanpt3405@gmail.com,http://kkd.pck1.go.th,อบต.อ่าวน้อย,-,-,01/01/2480,20,10,ขนาดเล็ก,มีไฟฟ้า,15,204,11,24 พฤษภาคม 2561 เวลา 10:32:01 น.
27,1077280013,77010031,280013,บ้านอ่าวน้อย,banaonoi,นายปภังกร เงาะลำดวน,อนุบาล-ประถมศึกษา,,หมู่ 2 อ่าวน้อย,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77000,,-,อบต.อ่าวน้อย,32611542,-,01/01/2486,15,7,ขนาดเล็ก,มีไฟฟ้า,6,50,7,29 พฤษภาคม 2562 เวลา 12:57:33 น.
28,1077280022,77010032,280022,บ้านหนองเสือ,bannongsua,นายอดุลย์ ศรีกระจิบ,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 5 หนองเสือ,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,bannongsue@hotmail.co.th,-,อบต.อ่าวน้อย,32602661,-,17/05/2514,15,9,ขนาดกลาง,มีไฟฟ้า,20,210,12,30 พฤษภาคม 2562 เวลา 11:26:52 น.
29,1077280029,77010034,280029,เนินแก้ววิทยาคาร,noenkaewwittayakarn,นายพีระชาติ ศรีมหันต์,อนุบาล-ประถมศึกษา,,หมู่ 5 ชุมนุมมะละกอ,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,rewadee261@gmail.com,nernkaew.pck1.go.th,อบต.อ่าวน้อย,811991477,-,16/05/2521,30,18,ขนาดเล็ก,มีไฟฟ้า,9,54,9,30 มิถุนายน 2562 เวลา 12:14:21 น.
30,1077280015,77010035,280015,บ้านย่านซื่อ,banyansue,นางสาวสุพัตรา เกียรติบำรุง,อนุบาล-ประถมศึกษา,,หมู่ 12 ย่านซื่อ,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,-,-,อบต.อ่าวน้อย,32906070,-,17/05/2514,38,28,ขนาดเล็ก,มีไฟฟ้า,6,82,9,10 ตุลาคม 2562 เวลา 10:30:45 น.
31,1077280016,77010036,280016,ไทยรัฐวิทยา 65 (วังไทรติ่ง),thairathwittaya65,นางกิตติมา เย็นกาย,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 8 วังไทรติ่ง,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,thairathvittaya65@gmail.com,data.bopp-obec.info/web/?School_ID=1077280016,อบต.อ่าวน้อย,32812544,32812544,17/05/2504,25,22,ขนาดเล็ก,มีไฟฟ้า,15,105,11,30 มิถุนายน 2561 เวลา 10:07:12 น.
32,1077280017,77010037,280017,สามัคคีร่วมจิต,samakkhiruamjit,นางสาวอรทัย ทินวงศ์,อนุบาล-ประถมศึกษา,,หมู่ บ้านเลขที่ 173 หมู่ที่ 1 หนองหญ้าปล้อง,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,samakkeeschool2015@gmail.com,school.obec.go.th/samakkee,อบต.อ่าวน้อย,032-906072,-,17/05/2519,25,20,ขนาดเล็ก,มีไฟฟ้า,6,80,9,12 พฤศจิกายน 2562 เวลา 14:42:53 น.
33,1077280018,77010038,280018,วังมะเดื่อ,wangmaduea,นายโอฬาร ศรีสวัสดิ์,อนุบาล-ประถมศึกษา,,หมู่ 10 วังมะเดื่อ,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,wangmaduea@gmail.com,www.wangmaduea.ac.th,อบต.อ่าวน้อย,32602683,-,17/05/2504,30,20,ขนาดกลาง,มีไฟฟ้า,11,156,8,25 กรกฎาคม 2562 เวลา 14:50:10 น.
34,1077280019,77010039,280019,ประชาบูรณะวิทยา,Prachaburanawittaya,-,อนุบาล-ประถมศึกษา,,หมู่ 7 ซอยแขก 2,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,sirirat25102553@hotmail.com,-,อบต.อ่าวน้อย,-,-,25/06/2508,26,16,ขนาดเล็ก,มีไฟฟ้า,9,102,9,17 มิถุนายน 2562 เวลา 19:16:01 น.
35,1077280020,77010040,280020,หาดสนุกราษฏร์บำรุง,hadsanookratbamrung,นายพิสดาร ดีหริ่ง,อนุบาล-ประถมศึกษา,,หมู่ 10 กิโล 5,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,77210,hadsanook@hotmail.co.th,hadsanook.ac.th,เทศบาล ต. ก.ม.5,32510884,32510884,09/07/2502,26,14,ขนาดกลาง,มีไฟฟ้า,29,533,18,30 กันยายน 2562 เวลา 16:37:58 น.
36,1077280082,77010041,280082,บ้านพุตะแบก,banputabaek,นางสาวเฌอมาร์ศ ลูกอินทร์,อนุบาล-ประถมศึกษา,,หมู่ 7 พุตะแบก,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,77130,tan_tree@hotmail.com,www.banputabaek.ac.th,เทศบาล ต.ทับสะแก,-,-,16/05/2484,42,7,ขนาดเล็ก,มีไฟฟ้า,9,108,8,07 มิถุนายน 2562 เวลา 12:40:35 น.
37,1077280083,77010042,280083,วัดทุ่งกลาง,watthungklang,นางพิมลพรรณ วงศ์ทิม,อนุบาล-ประถมศึกษา,,หมู่ 6 ทุ่งกลาง,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,77130,watthungklang@gmail.com,-,อบต.เขาล้าน,32672871,-,17/05/2504,43,7,ขนาดเล็ก,มีไฟฟ้า,8,74,8,20 มิถุนายน 2562 เวลา 16:21:21 น.
38,1077280084,77010043,280084,บ้านดอนใจดี,bandonjaidee,นางมาริสา ตั้งสุขสันต์,อนุบาล-ประถมศึกษา,,หมู่ 8 ดอนใจดี,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,77130,bandonjaideeschool@hotmail.com,-,อบต.เขาล้าน,-,-,30/11/2515,40,11,ขนาดเล็ก,มีไฟฟ้า,7,112,8,23 พฤษภาคม 2562 เวลา 13:34:54 น.
39,1077280085,77010044,280085,บ้านมะเดื่อทอง,banmaduaethong,นายกิตติ กรยืนยง,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 5 มะเดื่อทอง,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,77130,kitikorn-12345@hotmail.com,www.banmaduathongschool.com,อบต.เขาล้าน,32510575,,18/05/2508,55,10,ขนาดกลาง,มีไฟฟ้า,20,385,12,29 มิถุนายน 2561 เวลา 09:00:18 น.
40,1077280087,77010045,280087,วัดนาหูกวาง,watnahukwang,นางน้ำผึ้ง ยานนาวา,อนุบาล-ประถมศึกษา,,หมู่ 2 นาผะขาว,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,77130,-,-,อบต.เขาล้าน,32814119,-,01/01/2474,40,7,ขนาดเล็ก,มีไฟฟ้า,9,96,9,17 พฤษภาคม 2561 เวลา 08:28:30 น.
41,1077280088,77010046,280088,วัดนาล้อม,watnalom,นางเพ็ญพิศ จุลเนียม,อนุบาล-ประถมศึกษา,,หมู่ 3 นาล้อม,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,77130,-,-,อบต.เขาล้าน,32906015,-,05/04/2478,39,5,ขนาดเล็ก,มีไฟฟ้า,6,77,9,29 มิถุนายน 2562 เวลา 12:58:44 น.
42,1077280077,77010048,280077,วัดทุ่งประดู่,wattungpradoo,-,อนุบาล-ประถมศึกษา,,หมู่ 2 ทุ่งประดู่,ทับสะแก,ทับสะแก,ประจวบคีรีขันธ์,77130,tungpradoo2018@gmail.com,-,อบต.ทับสะแก,32651272,-,25/11/2467,36,15,ขนาดเล็ก,มีไฟฟ้า,9,54,8,28 มิถุนายน 2562 เวลา 14:03:44 น.
43,1077280078,77010049,280078,อนุบาลทับสะแก,anubanthapsakae,นายสุชาติ กาญจนาประดิษฐ์,อนุบาล-ประถมศึกษา,,หมู่ 4 ทับสะแก,ทับสะแก,ทับสะแก,ประจวบคีรีขันธ์,77130,anubanthabsakae@gmail.com,http://thapsakae.pck1.go.th/,เทศบาล ต.ทับสะแก,32671088,32671088,01/01/2473,40,0.1,ขนาดกลาง,มีไฟฟ้า,27,583,18,11 ธันวาคม 2562 เวลา 07:52:56 น.
44,1077280079,77010050,280079,บ้านดอนทราย,bandonsai,นายสันธาร อินไชยยา,อนุบาล-ประถมศึกษา,,หมู่ 13 ดอนทราย,นาหูกวาง,ทับสะแก,ประจวบคีรีขันธ์,77130,Bandonsai1@hotmail.com,-,อบต.นาหูกวาง,32815258,-,01/06/2477,52,21,ขนาดกลาง,มีไฟฟ้า,11,125,8,29 พฤษภาคม 2562 เวลา 13:14:18 น.
45,1077280080,77010051,280080,ประชาราษฏร์บำรุง,pracharadbumrung,นางสุภัทร์ นครสุข,อนุบาล-ประถมศึกษา,,หมู่ 11 ประชาราษฎร์,นาหูกวาง,ทับสะแก,ประจวบคีรีขันธ์,77130,-,-,อบต.นาหูกวาง,32640091,-,17/05/2515,30,11,ขนาดเล็ก,มีไฟฟ้า,7,62,9,29 พฤษภาคม 2562 เวลา 12:57:15 น.
46,1077280081,77010052,280081,สมาคมเลขานุการสตรี 2,samakhomlakhanukhansatri2,นางสิริกร ธงสอาด,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 3 โป่งแดง,นาหูกวาง,ทับสะแก,ประจวบคีรีขันธ์,77130,Samakhomlakha2@gmail.com,www.smk2.ac.th,อบต.นาหูกวาง,32672392,32672374,12/05/2515,40,9,ขนาดเล็ก,มีไฟฟ้า,17,155,11,29 มิถุนายน 2562 เวลา 14:57:09 น.
47,1077280086,77010053,280086,บ้านเหมืองแร่,banmuaengrae,-,อนุบาล-ประถมศึกษา,,หมู่ 4 เหมืองแร่,นาหูกวาง,ทับสะแก,ประจวบคีรีขันธ์,77130,banmuaengrae2555@hotmail.co.th,banmueangrae.pck1.go.th,อบต.นาหูกวาง,-,-,02/06/2512,44,7,ขนาดเล็ก,มีไฟฟ้า,4,49,8,28 มิถุนายน 2562 เวลา 12:17:39 น.
48,1077280089,77010054,280089,บ้านทุ่งตาแก้ว,bantungtakaew,นางสุนันท์ ประสพผล,อนุบาล-ประถมศึกษา,,หมู่ 10 ทุ่งตาแก้ว,นาหูกวาง,ทับสะแก,ประจวบคีรีขันธ์,77130,Bantungtakaew@gmail.com,-,อบต.นาหูกวาง,32640012,-,20/06/2527,40,15,ขนาดกลาง,มีไฟฟ้า,12,151,8,03 กรกฎาคม 2562 เวลา 14:02:28 น.
49,1077280090,77010055,280090,อ่างทองพัฒนา,angthongpattana,นางสุภาพรรณ จูสวย,อนุบาล-ประถมศึกษา,,หมู่ 5 สิบเอ็ดเจ้า,นาหูกวาง,ทับสะแก,ประจวบคีรีขันธ์,77130,angtongpattana@hotmail.com,-,อบต.นาหูกวาง,-,-,05/09/2509,43,12,ขนาดเล็ก,มีไฟฟ้า,6,77,9,22 กรกฎาคม 2562 เวลา 16:18:25 น.
50,1077280074,77010056,280074,บ้านไร่ใน,banrainai,นางสาวปัทมพร วงศ์เณร,อนุบาล-ประถมศึกษา,,หมู่ 1 ไร่ใน,แสงอรุณ,ทับสะแก,ประจวบคีรีขันธ์,77130,banrainai_school@hotmail.com,-,อบต.แสงอรุณ,-,-,06/04/2509,30,21,ขนาดเล็ก,มีไฟฟ้า,6,73,9,30 มิถุนายน 2561 เวลา 14:44:51 น.
51,1077280075,77010057,280075,บ้านหินเทิน,banhinturn,นายประพันธ์ พันธ์ุพราหมณ์,อนุบาล-ประถมศึกษา,,หมู่ 5 หินเทิน,แสงอรุณ,ทับสะแก,ประจวบคีรีขันธ์,77130,banhinturn2010@gmail.com,-,อบต.แสงอรุณ,32640013,-,17/05/2515,33,13,ขนาดเล็ก,มีไฟฟ้า,8,84,8,05 มิถุนายน 2561 เวลา 12:55:36 น.
52,1077280070,77010058,280070,บ้านเนินดินแดง,bannoendindang,นางสาวสุจิรา ช้างดำ,อนุบาล-ประถมศึกษา,,หมู่ 12 คลองหินจวง,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,77130,bannoendindang@hotmail.com,-,อบต.ห้วยยาง,-,-,1/05/2517,25,25,ขนาดเล็ก,มีไฟฟ้า,9,105,9,30 พฤษภาคม 2561 เวลา 15:53:43 น.
53,1077280071,77010059,280071,ประชาพิทักษ์,prachapitak,นางภิรมย์ โมรา,อนุบาล-ประถมศึกษา,,หมู่ 13 หนองพลับ,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,77130,prachapitak57@gmail.com,-,อบต.ห้วยยาง,-,-,17/05/2515,26,15,ขนาดกลาง,มีไฟฟ้า,14,149,9,27 มิถุนายน 2562 เวลา 09:59:25 น.
54,1077280072,77010060,280072,บ้านห้วยยางมิตรภาพที่ 35,banhuayyangmitrapap 35,นายเอกภพ กลำพบุตร,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 2 บ้านบน,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,77130,huayyangmit35@hotmail.com,-,อบต.ห้วยยาง,32815149,32815149,17/10/2478,30,20,ขนาดกลาง,มีไฟฟ้า,24,407,13,06 พฤศจิกายน 2562 เวลา 13:23:19 น.
55,1077280073,77010061,280073,บ้านทุ่งยาว,banthungyao,นายเมธา ศรีกำเหนิด,อนุบาล-ประถมศึกษา,,หมู่ 11 ทุ่งยาว,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,77130,banthungyao@hotmail.com,bty.ac.th,อบต.ห้วยยาง,922634468,-,05/11/2498,30,17,ขนาดเล็ก,มีไฟฟ้า,14,108,9,11 ตุลาคม 2562 เวลา 16:37:38 น.
56,1077280091,77010062,280091,บ้านอ่างทอง,banangthong,นางณัชธาร แดงเหมือน,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 1 อ่างทอง,อ่างทอง,ทับสะแก,ประจวบคีรีขันธ์,77130,banangtong_s@hotmail.com,-,อบต.อ่างทอง,32815461,32815461,13/10/2481,45,10,ขนาดกลาง,มีไฟฟ้า,19,201,12,28 มิถุนายน 2561 เวลา 16:48:11 น.
57,1077280092,77010063,280092,บ้านสีดางาม,ฺBansida-ngam,-,อนุบาล-ประถมศึกษา,,หมู่ 10 เกาะสีดา,อ่างทอง,ทับสะแก,ประจวบคีรีขันธ์,77130,ฺBansidangamschool@gmail.com,school.obec.go.th/sidangam,อบต.อ่างทอง,-,-,14/09/2507,48,20,ขนาดเล็ก,มีไฟฟ้า,3,37,8,18 มิถุนายน 2562 เวลา 08:24:18 น.
58,1077280093,77010064,280093,บ้านวังยาง,Banwangyang,นายสุรวุฒิ จูสวย,อนุบาล-ประถมศึกษา,,หมู่ 4 วังยาง,อ่างทอง,ทับสะแก,ประจวบคีรีขันธ์,77130,s.jusuay@hotmail.co.th,-,อบต.อ่างทอง,32556018,-,17/07/2482,70,20,ขนาดกลาง,มีไฟฟ้า,11,132,8,01 พฤษภาคม 2562 เวลา 09:52:00 น.
